greedy     evap       t_max      max_diff   avg_diff   mid_diff  
0,25       0,50       50         4232,00    2657,40    2499,00   
0,50       0,50       50         2922,00    1086,30    964,00    
0,75       0,50       50         1671,00    628,10     509,50    
0,90       0,50       50         1341,00    728,40     893,00    
0,10       0,75       50         4571,00    3460,20    3427,50   
0,25       0,75       50         4047,00    2297,90    2545,00   
0,50       0,75       50         1950,00    1140,30    1133,00   
0,75       0,75       50         964,00     541,70     509,50    
0,90       0,75       50         1468,00    784,30     893,00    
0,10       0,90       50         3762,00    1511,10    1323,00   
0,25       0,90       50         2214,00    1448,20    1405,50   
0,50       0,90       50         2273,00    1267,20    1313,00   
0,75       0,90       50         1666,00    814,90     927,50    
0,90       0,90       50         2054,00    1236,80    1343,00   
0,10       0,10       100        5330,00    4047,30    4206,50   
0,25       0,10       100        5401,00    2985,60    2881,50   
0,50       0,10       100        2979,00    1385,70    1431,50   
0,75       0,10       100        1339,00    605,10     509,50    
0,90       0,10       100        897,00     316,30     191,50    
0,10       0,25       100        7241,00    5024,00    5080,50   
0,25       0,25       100        3977,00    2443,40    2781,50   
0,50       0,25       100        2493,00    1080,50    1122,00   
0,75       0,25       100        964,00     426,20     509,50    
0,90       0,25       100        750,00     189,90     0,00      
0,10       0,50       100        7895,00    3969,30    3590,50   
0,25       0,50       100        5066,00    2514,60    2078,00   
0,50       0,50       100        2838,00    1294,80    1078,00   
0,75       0,50       100        1347,00    462,00     375,00    
0,90       0,50       100        1347,00    477,50     383,00    
0,10       0,75       100        4627,00    3433,70    3370,50   
0,25       0,75       100        4110,00    2642,80    2443,50   
0,50       0,75       100        2180,00    967,70     823,50    
0,75       0,75       100        750,00     226,60     0,00      
0,90       0,75       100        897,00     432,50     383,00    
0,10       0,90       100        2438,00    1081,20    1013,00   
0,25       0,90       100        1023,00    529,90     509,50    
0,50       0,90       100        1470,00    703,80     750,00    
0,75       0,90       100        1283,00    689,60     897,00    
0,90       0,90       100        2251,00    1088,50    1078,00   
0,10       0,10       200        9544,00    4378,00    3699,50   
0,25       0,10       200        6267,00    3755,90    3779,50   
0,50       0,10       200        3283,00    1384,00    1412,50   
0,75       0,10       200        1133,00    365,20     191,50    
0,90       0,10       200        383,00     38,30      0,00      
0,10       0,25       200        6773,00    4655,70    4223,50   
0,25       0,25       200        4169,00    2366,10    2376,50   
0,50       0,25       200        2434,00    1176,80    1048,50   
0,75       0,25       200        1283,00    330,90     0,00      
0,90       0,25       200        383,00     38,30      0,00      
0,10       0,50       200        5652,00    3846,60    4239,00   
0,25       0,50       200        4126,00    2746,70    2656,00   
0,50       0,50       200        3453,00    1251,70    1182,50   
0,75       0,50       200        1133,00    419,90     191,50    
0,90       0,50       200        383,00     114,90     0,00      
0,10       0,75       200        5982,00    3264,00    3145,50   
0,25       0,75       200        6168,00    2738,50    2291,00   
0,50       0,75       200        2025,00    1074,20    1015,00   
0,75       0,75       200        750,00     381,40     383,00    
0,90       0,75       200        750,00     113,30     0,00      
0,10       0,90       200        1554,00    574,00     566,50    
0,25       0,90       200        1474,00    543,20     383,00    
0,50       0,90       200        897,00     368,50     383,00    
0,75       0,90       200        893,00     344,10     191,50    
0,90       0,90       200        1474,00    651,00     693,00    
